Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
10/12/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,6.8,30.3,157,360
15/10/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,7.2,27.4,182,398
22/10/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,7.1,29.7,176,391
26/10/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,6.6,24,171,387
29/10/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,6,23.2,180,438
11/5/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,7.8,35.6,220,511
11/9/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,7.8,31.7,208,489
11/12/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,5.5,22.3,189,426
16/11/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,7.3,28.5,227,504
19/11/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,8,34.2,211,456
23/11/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,7.3,34.2,208,483
26/11/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,4.9,19,201,479
30/11/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,8.3,37.3,201,472
12/3/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,7.4,29.6,209,470
12/7/2009,Uttar Pradesh,Kanpur,Kidwai nagar,Residential and others,7.3,30.2,188,425
3/2/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,27,28.3,162,501
3/5/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,31.8,34,158,496
3/9/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,29,30.3,165,498
3/12/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,30,31.3,171,499
16/3/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,22,25,154,500
19/3/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,23.3,22.5,194,494
23/3/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,21.8,27,176,486
26/3/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,27.8,28.8,159,488
30/3/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,28.3,29.8,180,484
4/2/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,29.5,34.8,206,483
4/6/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,25.5,29.8,208,479
4/9/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,27,28.8,215,502
13/4/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,26.5,28.5,209,509
16/4/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,27.5,28.5,210,469
20/4/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,29.8,29,210,500
23/4/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,31.5,31.3,206,501
27/4/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,29,31.3,216,474
30/4/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,28.8,28.8,205,489
5/4/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,26.8,28.3,195,503
5/7/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,26.3,26.8,191,494
5/11/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,27.3,27,201,506
14/5/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,26.8,28.5,190,511
18/5/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,26,28.3,198,514
21/5/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,23.5,23,191,524
25/5/2009,Uttar Pradesh,Khurja,CGCRI,Industrial Areas,27.3,27.5,201,518
3/1/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,15.3,14.5,145,195
3/5/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,16,15.8,129,202
3/8/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,14.8,15.8,124,201
3/12/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,14.8,15.8,121,217
15/3/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,11,12.5,128,209
19/3/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,11.8,11.3,122,188
22/3/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,11.3,12.3,115,196
26/3/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,13.8,14.5,111,202
29/3/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,14,14.5,116,199
4/2/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,14.5,17.5,156,223
4/5/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,12.5,15,152,230
4/9/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,12.8,15,153,233
4/12/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,14.8,13,157,232
16/4/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,14,12.8,155,224
19/4/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,15,13.5,156,223
23/4/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,16,14.5,165,228
26/4/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,15,14.5,161,222
30/4/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,14,15,167,235
5/3/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,14,14.3,130,215
5/7/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,13.3,14.5,124,209
5/10/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,14.8,14,130,203
14/5/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,13.8,14.5,140,202
17/5/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,14.3,14.8,146,210
21/5/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,15,18,161,229
24/5/2009,Uttar Pradesh,Khurja,Ahirpara,Residential and others,16.3,18.8,151,208
1/2/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,10.2,39,236,532
1/6/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,10.1,38.5,253,527
1/8/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,10.3,41.4,254,519
1/12/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,10.8,41,256,527
19/1/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,10.3,42.1,233,480
21/1/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.6,37.6,233,479
23/1/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.3,35.3,238,488
28/1/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.9,40,241,499
2/3/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.7,41.9,244,513
2/5/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.4,39.1,246,510
2/9/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.7,38.9,241,493
2/12/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.2,38.7,241,495
16/2/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,10,42.6,244,504
20/2/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.4,38.9,239,500
25/2/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.3,40,240,504
3/3/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9,39,244,508
3/5/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.7,38.3,248,515
3/9/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.4,37.4,245,508
16/3/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.8,37.4,218,463
18/3/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.9,37.6,234,492
24/3/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.9,36.5,228,479
26/3/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.3,39.9,233,488
30/3/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.7,34.4,210,439
4/2/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.7,37.4,226,473
4/8/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.3,37.7,236,488
13/4/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.7,36.9,235,484
17/4/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.8,38.2,232,482
21/4/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.9,44.4,223,464
28/4/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.4,35.8,224,473
30/4/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.9,36.8,225,477
5/4/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9,37.2,231,487
5/6/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.6,35.8,223,459
5/8/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.7,35.4,203,430
13/5/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.1,36,211,436
15/5/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.4,35.3,221,466
21/5/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.6,35.4,222,460
25/5/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.7,37.5,227,468
27/5/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.4,34.2,211,440
29/5/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.5,34.8,205,424
6/2/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.4,39.1,223,463
6/4/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.3,34.4,219,454
6/8/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.4,34.8,216,448
6/11/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.9,35.7,194,407
15/6/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.9,36.3,211,450
19/6/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.7,36.4,208,439
23/6/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.5,39.2,210,436
25/6/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.1,34.3,222,461
29/6/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.3,32.6,187,396
7/2/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9,38.7,228,466
7/6/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.2,33.8,185,395
7/9/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8,33.7,188,399
14/7/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,7.8,34,211,438
16/7/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.4,36.1,212,434
22/7/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.8,34.4,187,396
24/7/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.3,35.9,172,355
28/7/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,7.3,32.8,187,381
8/4/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.4,35,170,348
8/7/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,7.6,34.9,168,350
8/11/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,7.6,32.3,150,320
17/8/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,7.4,31.4,170,350
19/8/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.8,35.7,161,340
27/8/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.4,36.3,173,363
31/8/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,6.9,32.3,165,331
9/3/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.1,36.9,161,331
9/7/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,7.4,33.6,166,348
9/9/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,7.1,32.8,147,307
14/9/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,6.1,32.8,167,336
16/9/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.2,34.6,160,327
23/9/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9,35.9,168,346
25/9/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.7,35.7,161,340
10/5/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,7.8,37.5,164,339
10/7/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,7.8,33.2,158,331
10/12/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,7.6,32.7,163,331
15/10/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.1,35,162,340
20/10/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.6,36.7,178,400
26/10/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.7,36.3,185,415
28/10/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.4,39.1,184,388
30/10/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.1,42.9,194,401
11/4/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.7,40.2,206,423
11/6/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.7,42.2,209,435
11/10/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.7,43.3,216,447
13/11/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.2,39.6,208,427
17/11/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.6,40.1,210,433
23/11/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.2,42.6,218,456
25/11/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.8,42.6,224,459
27/11/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,8.3,36,204,434
12/2/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,10.3,41,224,460
12/4/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,NA,NA,NA,NA
12/8/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.6,36.6,230,480
12/11/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,10.4,39.4,246,516
15/12/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.7,38.2,225,459
21/12/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9,35,241,495
23/12/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,NA,NA,NA,NA
29/12/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.3,34.7,233,468
31/12/2009,Uttar Pradesh,Lucknow,Talkatora,Industrial Areas,9.9,39,240,495
1/5/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.7,35.2,239,513
1/7/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.7,40.4,246,511
1/9/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,10.2,37.5,233,487
13/1/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.3,37.2,237,499
20/1/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.6,37.1,231,480
22/1/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.7,39.1,226,465
27/1/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.8,37.6,236,486
29/1/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.7,38.6,231,474
2/4/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,10.1,40.1,252,515
2/6/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.9,38.2,236,493
2/10/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.2,36.5,217,455
2/12/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.9,37.7,206,447
17/2/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.7,39.4,246,507
19/2/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.9,35.6,229,482
24/2/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.9,39.1,243,524
3/4/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.2,36.3,231,475
3/6/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8,37.9,220,463
3/12/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.2,35.9,225,467
16/3/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.1,35.3,221,472
19/3/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.4,34.8,237,478
25/3/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.5,38,216,458
27/3/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.8,36.7,198,437
31/3/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.4,31.3,210,432
4/6/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.3,36.8,211,437
4/9/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.4,37.1,227,469
15/4/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.7,35,216,449
17/4/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.6,35.1,192,415
22/4/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.6,36.1,214,453
24/4/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.6,33.2,205,422
29/4/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.4,36,217,454
5/5/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.5,36.9,209,434
5/11/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.5,37.6,198,427
18/5/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.1,34.1,209,441
20/5/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.1,33.6,205,433
22/5/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.8,36.7,218,453
26/5/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.1,33,206,430
28/5/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.6,36.5,191,414
6/3/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.1,35.1,197,407
6/5/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.4,34.1,195,425
6/9/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.3,35,209,428
6/11/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.5,35.8,188,422
16/6/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.9,33.3,189,409
18/6/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.3,34.1,189,389
22/6/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8,35,209,437
24/6/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.8,35,174,378
26/6/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.3,34.5,199,403
7/3/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.3,36.4,179,388
7/8/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8,34.2,181,376
7/10/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.6,33,185,381
14/7/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.2,32.5,173,379
17/7/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.8,33.6,168,378
21/7/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.9,32.8,183,374
23/7/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.4,32.2,158,330
27/7/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.2,29.8,148,318
29/7/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.3,31.9,181,372
8/6/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.3,32.7,159,330
8/10/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.5,33.6,149,329
8/12/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.6,31.9,158,325
17/8/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,6.9,37.9,132,289
20/8/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.2,37.4,142,310
24/8/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.6,32.9,154,327
26/8/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.9,37.2,168,347
28/8/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.5,36.2,145,315
9/4/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.5,32.6,158,324
9/8/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,NA,NA,NA,NA
9/10/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.4,32.9,158,329
14/9/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.3,37.1,157,321
17/9/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.6,33.5,149,323
22/9/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.3,31.6,147,307
24/9/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.6,36.7,171,349
10/6/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,NA,NA,NA,NA
10/8/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.9,34.9,145,318
13/10/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.2,33.9,168,350
15/10/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.6,38.5,152,335
21/10/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8,35.5,161,342
23/10/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,7.7,31.1,157,352
27/10/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.2,39.5,175,380
29/10/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.3,42.4,169,398
11/5/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.7,37.6,185,379
11/9/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.8,40.5,197,426
11/11/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.7,38.6,209,432
13/11/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.8,38.9,200,428
18/11/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,8.8,37.9,222,460
20/11/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.1,38.7,223,460
24/11/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.4,40.9,209,429
26/11/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.3,38.9,204,429
30/11/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.5,38.3,212,436
12/3/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.8,38.8,222,454
12/7/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.8,37.1,214,453
12/9/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9,37.8,224,459
12/11/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,10.5,43.2,221,450
16/12/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.8,40.9,233,484
18/12/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.1,38,237,488
22/12/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,10.1,41.5,220,453
24/12/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.3,36.5,227,478
30/12/2009,Uttar Pradesh,Lucknow,Aminabad,Residential and others,9.1,34,217,445
1/1/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.8,37.2,228,484
1/5/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.4,35.7,219,462
1/7/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,9.7,36.8,223,465
14/1/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,9.3,36.9,221,466
15/1/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,9.2,34.5,226,476
16/1/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.6,37.7,218,471
20/1/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,9,37.9,232,479
27/1/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.8,36.6,232,481
30/1/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.8,37.9,217,462
2/2/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.5,35.4,218,461
2/4/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.7,38.9,222,461
2/6/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.7,38.2,236,486
2/11/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,9,37.2,209,473
13/2/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.4,38,218,466
17/2/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.5,36.7,222,462
19/2/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.6,38.1,217,468
3/2/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.4,37.1,226,467
3/4/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.5,38.6,203,431
3/6/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.2,35.5,234,469
13/3/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,7.6,36,199,417
17/3/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.8,38.3,222,472
19/3/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8,37,213,451
23/3/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.8,39.1,208,440
27/3/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,7.5,35.6,202,424
4/1/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.1,35.4,197,416
4/6/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.9,38.9,197,434
4/9/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8,34.6,200,424
16/4/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.6,34.8,198,409
20/4/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.2,36.5,193,407
22/4/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.1,35.4,201,430
24/4/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,7.9,37.1,191,408
5/1/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,7.6,35.2,202,425
5/5/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,8.3,34.2,173,390
5/12/2009,Uttar Pradesh,Lucknow,Chandganj  Nagar,Residential and others,7.7,33.5,197,417
