Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
23/9/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18,27.2,113,223
25/9/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.3,28.3,120,232
30/9/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,17.8,26.9,116,221
10/3/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.2,27.7,120,233
10/6/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.2,28.1,135,260
10/9/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.1,27.1,138,276
13/10/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.2,27.6,134,288
16/10/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.7,29.6,132,283
20/10/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.2,27.7,134,285
23/10/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.1,30.9,136,289
27/10/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.5,28.8,135,276
30/10/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.9,30.4,139,283
11/3/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.8,29.9,141,277
11/5/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.3,30,142,278
11/10/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.5,30.7,141,279
11/12/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.6,31.2,143,284
17/11/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.6,31.3,145,284
19/11/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.4,30.4,146,291
24/11/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.8,31.9,141,277
26/11/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.6,31.3,145,285
12/2/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.4,32.4,136,279
12/4/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.4,32.2,144,285
12/5/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.3,30,142,278
12/9/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.6,33.2,152,298
12/11/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.4,32.6,144,283
16/12/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.8,33.8,142,280
18/12/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.8,34.4,138,274
23/12/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.7,33.5,142,283
25/12/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,20.1,35,144,279
30/12/2009,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.6,33.4,145,279
1/1/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.8,33.6,159,325
1/5/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20.4,34.8,162,313
1/8/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20.2,35,164,317
1/12/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20,34.3,152,307
15/1/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20.4,35.9,164,339
19/1/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20,34.1,168,339
22/1/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.9,33.9,168,359
27/1/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20.2,35,156,358
29/1/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.9,34.7,167,362
2/2/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.3,31.6,153,345
2/4/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.2,31.5,149,316
2/9/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.2,31.3,150,325
2/11/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19,30.6,155,348
16/2/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.8,30.3,159,363
18/2/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19,30.4,165,346
24/2/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.5,28.9,150,328
26/2/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.7,29.6,150,331
3/2/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.6,25.2,127,247
3/4/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.7,25.3,146,305
3/9/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.9,30.3,145,315
3/12/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.6,29,128,313
16/3/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.6,29,124,314
18/3/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.7,29.7,118,314
23/3/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.9,30.2,124,310
25/3/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17,26.2,91,263
30/3/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.7,29.4,119,257
4/1/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.1,31,145,254
4/6/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.6,29.2,153,272
4/8/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.3,28.4,171,297
13/4/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.8,27.7,177,337
15/4/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.4,28.5,166,322
20/4/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.9,30.3,165,338
22/4/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.8,29.4,145,283
27/4/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.1,27.9,158,318
29/4/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.7,29.5,168,327
7/1/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,14.4,22,131,193
7/6/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,15.6,23.9,146,237
7/8/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.8,28.3,146,245
13/7/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.9,28.7,134,253
15/7/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.6,26.9,146,235
20/7/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,14.7,22.8,123,200
22/7/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,15.6,23.1,147,233
27/7/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.6,27.8,153,260
29/7/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.5,27.4,154,268
8/3/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,16.3,24.4,102,201
8/5/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,15.5,23.4,109,209
8/10/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,14.7,23.1,100,195
8/12/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,14.2,21.5,77,145
17/8/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,14.5,22.1,98,195
19/8/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.5,27.2,120,226
24/8/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,15.4,24.1,106,204
26/8/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,16.6,25.2,117,226
9/1/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.4,26,115,222
9/3/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.8,26.8,117,230
9/8/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.3,27.4,115,221
9/10/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.7,29.4,122,266
15/9/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.5,27.9,116,221
17/9/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.9,26.2,114,216
22/9/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.3,26.6,118,224
24/9/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,16.4,25.9,113,217
29/9/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.1,27.6,116,217
10/2/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.8,28.5,125,236
10/5/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.7,27.9,131,246
10/8/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.9,28.5,129,236
10/12/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.3,30.2,126,245
15/10/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.9,28.6,135,245
19/10/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.3,29.4,134,245
22/10/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.4,30.6,139,263
26/10/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.3,30.4,143,277
29/10/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.3,30.2,136,262
11/2/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.7,27.8,146,252
11/4/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.1,29.7,153,256
11/9/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.6,31.4,134,247
11/11/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.6,31.5,146,254
16/11/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.1,29.6,137,263
18/11/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.1,29.8,137,279
23/11/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.3,30.2,148,291
25/11/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.7,31.7,139,265
12/1/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.4,33.4,146,276
12/3/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.7,33.6,154,280
12/8/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.9,34.4,159,287
12/10/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20,34.6,152,279
15/12/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20.1,34.8,166,313
17/12/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.7,33.5,168,320
22/12/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20.3,35.8,167,324
24/12/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20.2,35.3,148,324
29/12/2009,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20.4,37.2,172,309
1/2/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,29.3,38.5,344,613
1/6/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,26.2,37,348,624
1/9/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,27,37.2,403,678
13/1/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,26,38,362,637
16/1/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,25.6,36.6,324,630
20/1/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,28.4,38.2,181,364
23/1/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,21.8,38.8,228,460
27/1/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,28.2,41.2,197,394
30/1/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,31.8,40.2,260,508
2/3/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,27.8,34.4,307,577
2/6/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,26.2,34.4,308,573
2/10/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,25.8,39,265,553
13/2/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,29.5,37.8,241,533
17/2/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,29,36.7,233,473
20/2/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,26.8,36.7,347,651
24/2/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,29,37.7,231,507
27/2/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,24.8,31.6,178,490
3/3/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,25.6,37.4,262,588
3/6/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,28,41,237,526
3/10/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,28.5,37.2,297,576
13/3/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,29.7,36.3,222,465
17/3/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,29.7,37.5,197,448
20/3/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,30.3,38,179,452
24/3/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,29.2,38.3,208,473
27/3/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,27.8,37,158,396
31/3/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,27,35.8,183,472
4/3/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,28,37.2,225,482
4/7/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,25.5,34.3,180,425
4/10/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23.8,33.8,221,435
14/4/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,29.8,38.5,208,417
17/4/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,29.8,38,222,450
21/4/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,27.5,38.2,251,549
24/4/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,27.5,38.3,212,487
28/4/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,25.3,39.8,228,518
5/1/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,25,37,255,515
5/5/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23,34.2,238,491
5/8/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,24.2,34.3,204,458
5/12/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,22.5,32.3,132,315
15/5/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23.8,33.5,142,395
17/5/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,28.2,37.2,216,489
22/5/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,29.7,39.2,201,388
24/5/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,26.8,36.5,187,373
28/5/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,26.3,35.3,190,361
6/2/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,26.8,34.7,192,382
6/5/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,26,39,204,385
6/9/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23.8,34.5,206,404
6/12/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,26.5,35.7,214,418
16/6/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,24.2,38.5,208,440
19/6/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23.3,36.8,172,442
23/6/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,22.2,29.2,136,315
26/6/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,24.8,36.5,138,336
30/6/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,22.5,35.5,140,326
7/3/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,19.7,31,103,234
7/7/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,24.2,25,75,168
7/10/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,19.6,28.6,97,213
14/7/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,18.8,31.2,118,234
17/7/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,18.2,28.2,73,153
21/7/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,17.7,28,77,172
24/7/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,17.5,27.2,85,165
28/7/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,19.3,29.8,109,225
31/7/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,18.8,33,129,250
8/4/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,19.3,33.3,121,222
8/7/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,15.8,21.2,94,197
8/11/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,17.7,30,94,199
14/8/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,18.3,32,88,202
18/8/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,18.3,29.8,93,200
21/8/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,19.8,29.2,83,198
25/8/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,17.2,28.7,83,169
28/8/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,12,24.7,75,162
9/1/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,16.8,24.3,111,210
9/4/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,9.5,21.7,78,148
9/8/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,8.7,17,64,128
9/11/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,10.2,17.2,74,137
15/9/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,13.4,20.4,112,180
18/9/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,18.2,26.3,121,247
22/9/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,19.3,29.8,125,254
25/9/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,17.8,28,144,295
29/9/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,20.5,31.3,162,349
10/2/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,20.6,29.6,111,244
13/10/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,22.4,33.4,219,409
16/10/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23.2,33.4,255,454
20/10/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23.8,33.2,204,384
23/10/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23.8,32,220,424
27/10/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,22.2,32.8,343,575
30/10/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,21.8,33,386,604
11/3/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23.2,32.2,298,548
11/6/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23.2,32.2,298,548
11/10/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,18.2,31.6,308,550
13/11/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,19.5,29.5,220,435
17/11/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,22.8,33.2,179,382
20/11/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,20.5,31.2,239,467
24/11/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,22.2,31.8,259,506
27/11/2009,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,21.8,33.7,276,513
1/1/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,28.3,36,380,658
1/5/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,27.8,36.5,272,519
1/8/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,25.2,36,247,487
1/12/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,26.2,40.8,294,531
15/1/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,29.8,40.8,226,501
19/1/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,23.5,39.2,158,313
22/1/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,24,40,253,507
26/1/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,27.7,40.2,180,351
29/1/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,22,37.3,194,397
2/2/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,31.2,41,340,577
2/5/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,27.5,38,310,553
2/9/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,24.5,37,258,482
2/12/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,28.7,38.2,295,588
16/2/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,26.2,37,270,555
19/2/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,24,37.8,248,509
23/2/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,28.3,36,191,452
26/2/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,26.7,35.7,154,434
3/2/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,29.2,35.5,242,472
3/4/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,20.8,30,256,492
3/5/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,26.2,36.7,256,536
3/9/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,24.8,36.2,271,547
3/12/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,NA,NA,NA,NA
16/3/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,24.7,39.3,193,457
19/3/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,27.8,35.7,233,531
23/3/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,22.5,32.2,177,430
26/3/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,23.7,35.7,176,420
30/3/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,24.7,35.5,185,419
4/2/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,25.3,36,226,497
4/6/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,24.2,35.7,241,534
4/9/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,22.5,33.7,210,462
13/4/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,21.2,34.7,225,497
16/4/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,23.2,35,283,554
20/4/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,NA,NA,NA,NA
5/4/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,NA,NA,NA,NA
5/7/2009,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,NA,NA,NA,NA
